id,rcd,symbol,hgncid,ensgstable,evidence,testin,pathway,confidence,experiments,caution,uniprotac,pmid,remark,latestupdate,datasource,uniformgenetype
1268SUP,Ferroptosis,MIR545,HGNC:32531,ENSG00000207820,These data suggest that miR-545 may increase CRC cell survival by inhibiting ferroptosis.,Human,"MIR545 :-: TF, TF :+: Ferroptosis",Validated,0,_NA_,_NA_,34954694,_NA_,4/18/2022,FerrDb team,"RNA, micro"
1269SUP,Ferroptosis,OTUB1,HGNC:23077,ENSG00000167770,OTUB1 knockdown triggers ferroptosis dependent on SLC7A11 expression.,Human,"OTUB1 :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,Q96FW1,34927544,_NA_,4/18/2022,FerrDb team,gene with protein product
1270SUP,Ferroptosis,PDK4,HGNC:8812,ENSG00000004799,PDK4 inhibits ferroptosis by blocking pyruvate dehydrogenase-dependent pyruvate oxidation.,Human,"PDK4 :-: pyruvate oxidation, pyruvate oxidation :+: Ferroptosis",Validated,0,_NA_,Q16654,33626342,_NA_,4/18/2022,FerrDb team,gene with protein product
1271SUP,Ferroptosis,CircPVT1,_NA_,_NA_,"Furthermore, knockdown of circPVT1 increased ferroptosis through downregulating p-β-catenin, GPX4, and SLC7A11 while miR-30a-5p inhibition and FZD3 overexpression reversed the phenotype by upregulating p-β-catenin, GPX4, and SLC7A11.",Human,"CircPVT1 :-: MiR-30a-5p, MiR-30a-5p :-: FZD3, FZD3 :-: Ferroptosis",Validated,0,_NA_,_NA_,34966683,_NA_,4/18/2022,FerrDb team,circular RNA
1369SUP,Ferroptosis,MIR9-3HG,HGNC:27388,ENSG00000255571,BMSCs-Exo Mir9-3hg attenuates H/R-induced ferroptosis in HL-1 cells.,Mice,"MIR9-3HG :-: PUM2, PUM2 :-: PRDX6, PRDX6 :-: Ferroptosis",Validated,0,_NA_,_NA_,34953631,_NA_,4/24/2022,FerrDb team,"RNA, long non-coding"
1370SUP,Ferroptosis,ADIPOQ,HGNC:13633,ENSG00000181092,ADPN inhibited oxidation/peroxide imbalance-induced ferroptosis in placental tissues of GDM mice.,Mice,"ADIPOQ :-: CPT-1, CPT-1 :+: Ferroptosis, ADIPOQ :-: GLUT4, GLUT4 :+: Ferroptosis",Validated,0,_NA_,Q15848,34859390,adiponectin (ADPN) in article.,4/25/2022,FerrDb team,gene with protein product
1371SUP,Ferroptosis,circDTL,_NA_,_NA_,Inhibition of circDTL Induced Apoptosis and Ferroptosis in NSCLC Cells.,Human,"circDTL :-: miR-1287-5p, miR-1287-5p :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34621297,_NA_,4/25/2022,FerrDb team,circular RNA
1372SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,The glutathione peroxidase Gpx4 prevents lipid peroxidation and ferroptosis to sustain Treg cell activation and suppression of antitumor immunity.,Mice,GPX4 :-: Ferroptosis,Validated,0,_NA_,P36969,34133924,_NA_,4/25/2022,FerrDb team,gene with protein product
1373SUP,Ferroptosis,mmu_circRNA_0000309,_NA_,_NA_,mmu_circRNA_0000309 depletion abrogates the inhibitory effect of germacrone on ferroptosis.,Mice,"mmu_circRNA_0000309 :-: miR-188-3p, miR-188-3p :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34913724,_NA_,5/5/2022,FerrDb team,circular RNA
1374SUP,Ferroptosis,IL6,HGNC:6018,ENSG00000136244,IL-6 reverses ferroptosis in vivo and in vitro by upregulating xCT.,Human,"IL6 :+: (JAK2/STAT3), (JAK2/STAT3) :+: xCT, xCT :-: Ferroptosis",Validated,0,_NA_,P05231,34902522,_NA_,5/5/2022,FerrDb team,gene with protein product
1375SUP,Ferroptosis,PTPN18,HGNC:9649,ENSG00000072135,"In the present study, we found that silencing of PTPN18 induced ferroptosis in KLE endometrial cancer cells.",Human,"PTPN18 :-: p-P38, p-P38 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q99952,33642877,_NA_,5/5/2022,FerrDb team,gene with protein product
1376SUP,Ferroptosis,FTH1,HGNC:3976,ENSG00000167996,FTH expression endows HCC cells specifically resistant to ferroptosis.,Human,FTH1 :-: Ferroptosis,Validated,0,_NA_,P02794,34965856,_NA_,5/5/2022,FerrDb team,gene with protein product
1377SUP,Ferroptosis,FTH1,HGNC:3976,ENSG00000167996,"Meanwhile, we also showed that apoferritin prevented MPTP-induced ferroptosis effectively by inhibiting the up-regulation of long-chain acyl-CoA synthetase 4 (ACSL4) and the down-regulation of ferroptosis suppressor protein 1 (FSP1).",Human,"FTH1 :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,P02794,33997705,Apoferritin in article.,5/5/2022,FerrDb team,gene with protein product
1378SUP,Ferroptosis,FTL,HGNC:3999,ENSG00000087086,"Meanwhile, we also showed that apoferritin prevented MPTP-induced ferroptosis effectively by inhibiting the up-regulation of long-chain acyl-CoA synthetase 4 (ACSL4) and the down-regulation of ferroptosis suppressor protein 1 (FSP1).",Human,"FTL :+: FSP1, FSP1 :-: Ferroptosis",Validated,0,_NA_,P02792,33997705,Apoferritin in article.,5/5/2022,FerrDb team,gene with protein product
1379SUP,Ferroptosis,LCN2,HGNC:6526,ENSG00000148346,hLcn-2 Protects Renal Tumor Cells against Erastin-Induced Ferroptotic Cell Death.,Human,"LCN2 :+: integrated stress response (ISR), integrated stress response (ISR) :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,P80188,34069743,_NA_,5/5/2022,FerrDb team,gene with protein product
1380SUP,Ferroptosis,ABCC5,HGNC:56,ENSG00000114770,"ABCC5 increased intracellular glutathione (GSH) and attenuated lipid peroxidation accumulation by stabilizing SLC7A11 protein, which inhibited ferroptosis.",Human,"ABCC5 :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,O15440,34768109,_NA_,5/11/2022,FerrDb team,gene with protein product
1381SUP,Ferroptosis,CISD3,HGNC:27578,ENSG00000277972,CISD3 inhibition drives cystine-deprivation induced ferroptosis.,Human,CISD3 :-: Ferroptosis,Validated,0,_NA_,P0C7P0,34497268,_NA_,5/11/2022,FerrDb team,gene with protein product
1382SUP,Ferroptosis,MS4A15,HGNC:28573,ENSG00000166961,Ms4a15 expression specifically blocks ferroptosis.,Mice,MS4A15 :-: Ferroptosis,Validated,0,_NA_,Q8N5U1,34663908,_NA_,5/11/2022,FerrDb team,gene with protein product
1383SUP,Ferroptosis,LCN2,HGNC:6526,ENSG00000148346,Lipocalin 2 expression promotes tumor progression and therapy resistance by inhibiting ferroptosis in colorectal cancer.,Human,"LCN2 :+: ETS1, ETS1 :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,P80188,34146401,_NA_,5/11/2022,FerrDb team,gene with protein product
1384SUP,Ferroptosis,FURIN,HGNC:8568,ENSG00000140564,Furin protects epithelial cells from DSS-induced ferroptosis-like cell injury and alleviates experimental colitis by activating the Nrf2-Gpx4 signaling pathway.,"Human, mice","FURIN :+: NRF2, NRF2 :-: Ferroptosis, FURIN :+: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P09958,33640301,_NA_,5/11/2022,FerrDb team,gene with protein product
1385SUP,Ferroptosis,circRHBG,_NA_,_NA_,circRHBG inhibits ferroptosis in PCOS cells through the circRHBG/miR-515-5p/SLC7A11 axis in PCOS.,Human,"circRHBG :-: miR-515-5p, miR-515-5p :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,_NA_,34532485,_NA_,5/11/2022,FerrDb team,circular RNA
1386SUP,Ferroptosis,GALNT14,HGNC:22946,ENSG00000158089,"Altogether, GALNT14 is involved in the ferroptosis of ovarian cancer cells, and downregulation of GALNT14 can trigger ferroptosis in ovarian cancer cells.",Human,"GALNT14 :+: EGFR, EGFR :+: mTOR, mTOR :-: Ferroptosis",Validated,0,_NA_,Q96FL9,34643088,_NA_,5/16/2022,FerrDb team,gene with protein product
1387SUP,Ferroptosis,KLHDC3,HGNC:20704,ENSG00000124702,KLHDC3 suppresses ferroptosis in a p14ARF and SLC7A11-dependent manner.,Human,"KLHDC3 :-: p14ARF, p14ARF :-: NRF2, NRF2 :+: SLC7A11, SLC7A11 :-: Ferroptosis, KLHDC3 :-: p14ARF, p14ARF :-: MDM2, MDM2 :-: p53, p53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,Q9BQ90,34743205,_NA_,5/16/2022,FerrDb team,gene with protein product
1388SUP,Ferroptosis,LINC01833,HGNC:52644,ENSG00000259439,LncRNA RP11-89 facilitates tumorigenesis and ferroptosis resistance through PROM2-activated iron export by sponging miR-129-5p in bladder cancer.,Human,"LINC01833 :-: miR-129-5p, miR-129-5p :-: PROM2, PROM2 :-: Ferroptosis",Validated,0,_NA_,_NA_,34728613,LncRNA RP11-89 in article.,5/16/2022,FerrDb team,"RNA, long non-coding"
1389SUP,Ferroptosis,circGFRA1,_NA_,_NA_,Downregulation of circGFRA1 promotes ferroptosis in HER‐2‐positive BC.,"Human, mice","circGFRA1 :-: miR‐1228, miR‐1228 :-: AIFM2, AIFM2 :-: Ferroptosis",Validated,0,_NA_,_NA_,34668628,_NA_,5/16/2022,FerrDb team,circular RNA
1390SUP,Ferroptosis,MAPKAP1,HGNC:18752,ENSG00000119487,mTORC2 ablation induces ferroptosis in memory CD4+ T cells.,Mice,"MAPKAP1 :-: GSK3B, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,Q9BPZ7,34949833,Gene member of mTOR Complex 2 ( mTORC2 ).,5/23/2022,FerrDb team,gene with protein product
1391SUP,Ferroptosis,MLST8,HGNC:24825,ENSG00000167965,mTORC2 ablation induces ferroptosis in memory CD4+ T cells.,Mice,"MLST8 :-: GSK3B, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,Q9BVC4,34949833,Gene member of mTOR Complex 2 ( mTORC2 ).,5/23/2022,FerrDb team,gene with protein product
1392SUP,Ferroptosis,MTOR,HGNC:3942,ENSG00000198793,mTORC2 ablation induces ferroptosis in memory CD4+ T cells.,Mice,"MTOR :-: GSK3B, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P42345,34949833,Gene member of mTOR Complex 2 ( mTORC2 ).,5/23/2022,FerrDb team,gene with protein product
1393SUP,Ferroptosis,PRR5,HGNC:31682,ENSG00000186654,mTORC2 ablation induces ferroptosis in memory CD4+ T cells.,Mice,"PRR5 :-: GSK3B, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P85299,34949833,Gene member of mTOR Complex 2 ( mTORC2 ).,5/23/2022,FerrDb team,gene with protein product
1394SUP,Ferroptosis,RICTOR,HGNC:28611,ENSG00000164327,mTORC2 ablation induces ferroptosis in memory CD4+ T cells.,Mice,"RICTOR :-: GSK3B, GSK3B :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,Q6R327,34949833,Gene member of mTOR Complex 2 ( mTORC2 ).,5/23/2022,FerrDb team,gene with protein product
1395SUP,Ferroptosis,GSTM1,HGNC:4632,ENSG00000134184,"Moreover, the results suggest that GSTM1 may be a novel negative regulator of ferroptosis in addition to GPX4.",Human,GSTM1 :-: Ferroptosis,Validated,0,_NA_,P09488,34586745,_NA_,5/24/2022,FerrDb team,gene with protein product
1396SUP,Ferroptosis,TERT,HGNC:11730,ENSG00000164362,"In contrast, TERT-overexpressing cells exhibited marked elevation in SLC7A11 levels and thereby inhibited ferroptosis.",Mice,"TERT :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,O14746,34716298,_NA_,5/24/2022,FerrDb team,gene with protein product
1397SUP,Ferroptosis,circ0097009,_NA_,_NA_,Knockdown of circ0097009 promotes ferroptosis in HCC.,Human,"circ0097009 :-: miR-1261, miR-1261 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,_NA_,33987373,_NA_,5/24/2022,FerrDb team,circular RNA
1398SUP,Ferroptosis,TMEM161B-DT,HGNC:43839,ENSG00000247828,"Knockdown of TMEM161B-AS1 down-regulated the expression of FANCD2 and CD44 by sponging hsa-miR-27a-3p, inhibited the proliferation, migration, invasion and promoted apoptosis, ferroptosis of U87 cells and U251 cells.",Human,"TMEM161B-DT :-: hsa-miR-27a-3p, hsa-miR-27a-3p :-: FANCD2, FANCD2 :-: Ferroptosis, TMEM161B-DT :-: hsa-miR-27a-3p, hsa-miR-27a-3p :-: CD44, CD44 :-: Ferroptosis",Validated,0,_NA_,_NA_,34689169,lncRNA TMEM161B-AS1 in article.,5/24/2022,FerrDb team,"RNA, long non-coding"
1399SUP,Ferroptosis,circEPSTI1,_NA_,_NA_,Silencing of circEPSTI1 induces ferroptosis mediated by SLC7A11.,Human,"circEPSTI1 :-: miR-375, miR-375 :-: SLC7A11, SLC7A11 :-: Ferroptosis, circEPSTI1 :-: miR-409-3P, miR-409-3P :-: SLC7A11, SLC7A11 :-: Ferroptosis, circEPSTI1 :-: miR-515-5P, miR-515-5P :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,_NA_,33534779,_NA_,5/24/2022,FerrDb team,circular RNA
1400SUP,Ferroptosis,MIR18A,HGNC:31548,ENSG00000283815,miR-18a promotes glioblastoma development by down-regulating ALOXE3-mediated ferroptotic and anti-migration activities. miR-18a directly targets ALOXE3 and suppresses its expression in GBM cells.,Human,"MIR18A :-: ALOXE3, ALOXE3 :+: Ferroptosis",Deduced,0,_NA_,_NA_,33579899,_NA_,5/24/2022,FerrDb team,"RNA, micro"
1401SUP,Ferroptosis,RARRES2,HGNC:9868,ENSG00000106538,Chemerin inhibition increases oxidized lipid and enhances ferroptosis susceptibility.,Human,RARRES2 :-: Ferroptosis,Validated,0,_NA_,Q99969,33757970,"Chemerin in article, which is encoded by the retinoic acid receptor responder 2 (RARRES2) gene.",5/24/2022,FerrDb team,gene with protein product
1402SUP,Ferroptosis,USP11,HGNC:12609,ENSG00000102226,USP11 ablation inhibits cell proliferation and sensitizes H1299 cells to ferroptosis during ROS-mediated stress.,Human,"USP11 :+: NRF2, NRF2 :-: Ferroptosis",Validated,0,_NA_,P51784,33531626,_NA_,5/24/2022,FerrDb team,gene with protein product
1UN,Ferroptosis,DUSP1,HGNC:3064,ENSG00000120129,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,DUSP1 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P28562,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
2UN,Ferroptosis,NOS2,HGNC:7873,ENSG00000007171,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,NOS2 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P35228,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
3UN,Ferroptosis,NCF2,HGNC:7661,ENSG00000116701,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,NCF2 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P19878,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
4UN,Ferroptosis,MT3,HGNC:7408,ENSG00000087250,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,MT3 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P25713,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
5UN,Ferroptosis,UBC,HGNC:12468,ENSG00000150991,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,UBC :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P0CG48,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
6UN,Ferroptosis,ALB,HGNC:399,ENSG00000163631,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,ALB :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P02768,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
7UN,Ferroptosis,TXNRD1,HGNC:12437,ENSG00000198431,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,TXNRD1 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,Q16881,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
8UN,Ferroptosis,SRXN1,HGNC:16132,ENSG00000271303,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,SRXN1 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,Q9BYN0,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
9UN,Ferroptosis,GPX2,HGNC:4554,ENSG00000176153,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,GPX2 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,P18283,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
10UN,Ferroptosis,BNIP3,HGNC:1084,ENSG00000176171,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,BNIP3 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,Q12983,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
11UN,Ferroptosis,OXSR1,HGNC:8508,ENSG00000172939,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,OXSR1 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,O95747,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
12UN,Ferroptosis,SELENOS,HGNC:30396,ENSG00000131871,Expression was upregulated during ferroptosis induced by erastin or RSL3.,Human,SELENOS :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,Q9BQE4,24439385,SELS in article. May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
13UN,Ferroptosis,ANGPTL7,HGNC:24078,ENSG00000171819,Expression was downregulated during ferroptosis induced by erastin or RSL3.,Human,ANGPTL7 :?: Ferroptosis,Deduced,0,Differentially expressed (|delta ct| > 2) under ferroptosis.,O43827,24439385,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
14UN,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,"Similar to erastin treatment, silencing of this gene inhibits glutamate release. Erastin specifically inhibits SLC7A11-dependent system Xc- function.",Human,SLC7A11 :?: Ferroptosis,Deduced,0,Further study needed to confirm connection to ferroptosis.,Q9UPY5,24844246,May inhibit ferroptosis.,3/9/2022,FerrDb team,gene with protein product
15UN,Ferroptosis,DDIT4,HGNC:24944,ENSG00000168209,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,DDIT4 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q9NX09,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
16UN,Ferroptosis,LOC284561,_NA_,_NA_,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,LOC284561 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,_NA_,24844246,Not found in HGNC. May promote ferroptosis.,3/9/2022,FerrDb team,unknown
17UN,Ferroptosis,ASNS,HGNC:753,ENSG00000070669,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ASNS :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P08243,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
18UN,Ferroptosis,TSC22D3,HGNC:3051,ENSG00000157514,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,TSC22D3 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q99576,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
19UN,Ferroptosis,DDIT3,HGNC:2726,ENSG00000175197,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,DDIT3 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P0DPQ6,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
20UN,Ferroptosis,JDP2,HGNC:17546,ENSG00000140044,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,JDP2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q8WYK2,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
21UN,Ferroptosis,SESN2,HGNC:20746,ENSG00000130766,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,SESN2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P58004,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
22UN,Ferroptosis,SLC1A4,HGNC:10942,ENSG00000115902,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,SLC1A4 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P43007,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
23UN,Ferroptosis,PCK2,HGNC:8725,ENSG00000100889,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,PCK2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q16822,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
24UN,Ferroptosis,TXNIP,HGNC:16952,ENSG00000265972,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,TXNIP :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q9H3M7,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
25UN,Ferroptosis,VLDLR,HGNC:12698,ENSG00000147852,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,VLDLR :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P98155,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
26UN,Ferroptosis,GPT2,HGNC:18062,ENSG00000166123,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,GPT2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q8TD30,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
27UN,Ferroptosis,PSAT1,HGNC:19129,ENSG00000135069,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,PSAT1 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q9Y617,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
28UN,Ferroptosis,LURAP1L,HGNC:31452,ENSG00000153714,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,LURAP1L :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q8IV03,24844246,C9ORF150 in article. May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
29UN,Ferroptosis,SLC7A5,HGNC:11063,ENSG00000103257,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,SLC7A5 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q01650,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
30UN,Ferroptosis,HERPUD1,HGNC:13744,ENSG00000051108,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,HERPUD1 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q15011,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
31UN,Ferroptosis,XBP1,HGNC:12801,ENSG00000100219,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,XBP1 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P17861,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
32UN,Ferroptosis,ATF3,HGNC:785,ENSG00000162772,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ATF3 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P18847,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
33UN,Ferroptosis,SLC3A2,HGNC:11026,ENSG00000168003,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,SLC3A2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P08195,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
34UN,Ferroptosis,CBS,HGNC:1550,ENSG00000160200,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,CBS :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P35520,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
35UN,Ferroptosis,ATF4,HGNC:786,ENSG00000128272,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ATF4 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P18848,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
36UN,Ferroptosis,ZNF419,HGNC:20648,ENSG00000105136,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ZNF419 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q96HQ0,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
37UN,Ferroptosis,KLHL24,HGNC:25947,ENSG00000114796,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,KLHL24 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q6TFL4,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
38UN,Ferroptosis,TRIB3,HGNC:16228,ENSG00000101255,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,TRIB3 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q96RU7,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
39UN,Ferroptosis,ZFP69B,HGNC:28053,ENSG00000187801,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ZFP69B :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q9UJL9,24844246,ZNF643 in article. May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
40UN,Ferroptosis,ATP6V1G2,HGNC:862,ENSG00000213760,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ATP6V1G2 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,O95670,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
41UN,Ferroptosis,VEGFA,HGNC:12680,ENSG00000112715,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,VEGFA :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,P15692,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
42UN,Ferroptosis,GDF15,HGNC:30142,ENSG00000130513,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,GDF15 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q99988,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
43UN,Ferroptosis,TUBE1,HGNC:20775,ENSG00000074935,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,TUBE1 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q9UJT0,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
44UN,Ferroptosis,ARRDC3,HGNC:29263,ENSG00000113369,Up-regulated (>= 2 fold) in erastin-treated samples.,Human,ARRDC3 :?: Ferroptosis,Screened,0,Further study needed to confirm connection to ferroptosis.,Q96B67,24844246,May promote ferroptosis.,3/9/2022,FerrDb team,gene with protein product
